data_point_number,date,time_unbagged,time_of_visit,plant_species,visitor_group,visitor_extra_information,length_of_visit,conspecific_pollen_deposited_(before_control_values_removed),conspecific_pollen_deposited,Pollen_or_nectar_collected,Legitimate_oR_Robbing_visit,observer
1,21/06/13,14:25,16:12,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,14,14,P,L,1
2,21/06/13,14:25,16:12,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,P,L,1
3,21/06/13,14:25,16:12,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,13,13,P,L,1
4,21/06/13,14:25,17:28,Erica_tetralix,ant,Lasius,46,70,70,P,L,1
5,21/06/13,14:25,17:28,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,P,L,1
6,21/06/13,14:25,17:28,Erica_tetralix,ant,Lasius,6,0,0,P,L,1
7,23/07/13,07:45,08:10,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,7,7,N,R,1
8,23/07/13,07:45,08:10,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
9,23/07/13,07:45,08:10,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,2,2,N,R,1
10,23/07/13,07:45,08:10,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
11,23/07/13,07:45,08:22,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,P,L,1
12,23/07/13,07:45,08:22,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,20,20,P,L,1
13,23/07/13,07:45,08:22,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,23,23,P,L,1
14,23/07/13,07:45,08:22,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,14,14,P,L,1
15,23/07/13,07:45,08:55,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
16,23/07/13,07:45,08:55,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
17,23/07/13,07:45,08:55,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,1,1,N,R,1
18,23/07/13,07:45,08:55,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
19,23/07/13,07:45,08:55,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
20,23/07/13,07:45,08:55,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
21,23/07/13,07:45,08:55,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
22,23/07/13,07:45,08:55,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,3,3,N,R,1
23,23/07/13,07:45,08:55,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
24,23/07/13,07:45,08:55,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
25,23/07/13,07:45,08:55,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
26,23/07/13,07:45,09:50,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
27,23/07/13,07:45,09:50,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,1,1,N,R,1
28,23/07/13,07:45,09:50,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,6,6,N,R,1
29,23/07/13,07:45,09:50,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
30,23/07/13,07:45,09:50,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,3,3,N,R,1
31,23/07/13,07:45,09:50,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,21,21,N,R,1
32,23/07/13,07:45,09:56,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,NA,0,0,N,R,1
33,23/07/13,07:45,11:04,Erica_tetralix,Bombus_pascuorum,Bombus_pascuorum,NA,98,98,P,L,1
34,23/07/13,07:45,11:04,Erica_tetralix,Bombus_pascuorum,Bombus_pascuorum,NA,0,0,P,L,1
35,23/07/13,07:45,11:32,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,24,60,60,P,L,1
36,23/07/13,07:45,11:32,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,16,0,0,P,L,1
37,23/07/13,07:45,11:32,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,8,275,275,P,L,1
38,23/07/13,12:15,12:18,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,17,0,0,N,R,1
39,23/07/13,12:15,12:19,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,16,3,3,N,R,1
40,23/07/13,12:15,12:19,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,9,0,0,N,R,1
41,23/07/13,12:15,12:33,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,14,0,0,N,R,1
42,23/07/13,12:15,12:33,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,6,4,4,N,R,1
43,23/07/13,12:15,12:33,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,3,0,0,N,R,1
44,23/07/13,07:45,14:24,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,5,14,14,N,R,1
45,23/07/13,07:45,14:24,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,4,4,4,N,R,1
46,23/07/13,07:45,14:24,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,3,0,0,N,R,1
47,23/07/13,07:45,14:24,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,4,0,0,N,R,1
48,23/07/13,07:45,14:24,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,8,13,13,N,R,1
49,23/07/13,07:45,14:24,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,10,0,0,N,R,1
50,23/07/13,07:45,14:24,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,4,0,0,N,R,1
51,24/06/13,08:20,10:14,Erica_tetralix,large_syrphid,Volucella,2,0,0,NA,L,1
52,24/06/13,08:20,10:14,Erica_tetralix,large_syrphid,Volucella,2,0,0,NA,L,1
53,24/06/13,08:20,11:10,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,25,0,0,N,R,1
54,24/06/13,08:20,11:13,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,29,14,14,N,R,1
55,24/06/13,08:20,11:13,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,14,6,6,N,R,1
56,24/06/13,08:20,11:13,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,14,1,1,N,R,1
57,24/06/13,08:20,11:13,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,6,0,0,N,R,1
58,24/06/13,08:20,11:13,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,20,13,13,N,R,1
59,24/06/13,08:20,11:13,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,15,7,7,N,R,1
60,24/06/13,08:20,12:00,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,14,6,6,P,L,1
61,24/06/13,08:20,12:00,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,10,125,125,P,L,1
62,24/06/13,08:20,12:00,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,18,60,60,P,L,1
63,24/06/13,08:20,12:00,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,16,100,100,P,L,1
64,24/06/13,08:20,14:35,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,14,19,19,N,R,1
65,24/06/13,08:20,14:35,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,26,3,3,N,R,1
66,24/06/13,08:20,14:35,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,13,0,0,N,R,1
67,24/06/13,08:20,14:35,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,18,17,17,N,R,1
68,24/06/13,08:20,14:35,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,20,104,104,N,R,1
69,24/06/13,08:20,14:35,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,7,0,0,N,R,1
70,24/06/13,08:20,14:35,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,11,0,0,N,R,1
71,24/06/13,08:20,14:35,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,15,0,0,N,R,1
72,24/06/13,08:20,14:35,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,16,0,0,N,R,1
73,24/06/13,08:20,14:35,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,18,2,2,N,R,1
74,24/06/13,08:20,14:35,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,4,0,0,N,R,1
75,24/06/13,08:20,14:35,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,19,0,0,N,R,1
76,25/07/13,08:30,08:55,Erica_cinerea,halictid,Lasioglossum,14,10,10,NA,L,1
77,25/07/13,08:30,08:55,Erica_cinerea,halictid,Lasioglossum,20,62,62,NA,L,1
78,25/07/13,08:30,08:55,Erica_cinerea,halictid,Lasioglossum,11,0,0,NA,L,1
79,25/07/13,08:30,08:55,Erica_cinerea,halictid,Lasioglossum,1,13,13,NA,L,1
80,25/07/13,08:30,08:55,Erica_cinerea,halictid,Lasioglossum,14,6,6,NA,L,1
81,25/07/13,08:30,08:55,Erica_cinerea,halictid,Lasioglossum,20,15,15,NA,L,1
82,25/07/13,08:30,10:25,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,0,0,0,N,R,1
83,25/07/13,08:30,10:25,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,0,0,0,N,R,1
84,25/07/13,08:30,10:25,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,0,0,0,N,R,1
85,25/07/13,08:30,10:25,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,0,0,0,N,R,1
86,25/07/13,08:30,10:25,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,10,10,10,N,R,1
87,25/07/13,08:30,10:25,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,0,0,0,N,R,1
88,25/07/13,08:30,10:43,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,8,0,0,N,R,1
89,25/07/13,08:30,10:44,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,8,12,12,N,R,1
90,25/07/13,08:30,10:44,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,14,4,4,N,R,1
91,25/07/13,08:30,11:02,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,5,0,0,N,R,1
92,25/07/13,08:30,11:59,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,5,0,0,N,R,1
93,25/07/13,08:30,13:46,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,11,6,6,N,L,1
94,25/07/13,08:30,14:35,Erica_cinerea,halictid,Lasioglossum,33,15,15,P,L,1
95,25/07/13,08:30,14:40,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,6,1,1,PN,R,1
96,26/06/13,08:45,09:20,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,6,0,0,N,R,1
97,26/06/13,08:45,09:20,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,9,0,0,N,R,1
98,26/06/13,08:45,09:42,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,6,30,30,N,R,1
99,26/06/13,08:45,09:52,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,10,0,0,N,R,1
100,26/06/13,08:45,12:33,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,9,4,4,P,R,1
101,26/06/13,08:45,13:02,Erica_cinerea,halictid,Lasioglossum,5,4,4,P,L,1
102,26/06/13,08:45,13:02,Erica_cinerea,halictid,Lasioglossum,7,37,37,P,L,1
103,26/06/13,08:45,13:56,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,2,7,7,P,R,1
104,26/06/13,08:45,13:56,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,3,1,1,P,R,1
105,27/07/13,13:40,13:44,Erica_tetralix,ant,Lasius,3,0,0,N,L,1
106,27/07/13,13:40,13:48,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,14,8,8,N,R,1
107,27/07/13,13:40,13:48,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,5,0,0,N,R,1
108,27/07/13,13:40,13:48,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,6,4,4,N,R,1
109,27/07/13,13:40,13:50,Erica_tetralix,ant,Lasius,65,1,1,N,L,1
110,27/07/13,13:40,14:00,Erica_tetralix,Apis_mellifera,Apis_mellifera,10,5,5,N,R,1
111,27/07/13,13:40,14:00,Erica_tetralix,Apis_mellifera,Apis_mellifera,6,1,1,N,R,1
112,27/07/13,13:40,14:00,Erica_tetralix,Apis_mellifera,Apis_mellifera,8,0,0,N,R,1
113,27/07/13,13:40,14:00,Erica_tetralix,Apis_mellifera,Apis_mellifera,6,1,1,N,R,1
114,27/07/13,13:40,14:00,Erica_tetralix,Apis_mellifera,Apis_mellifera,14,0,0,N,R,1
115,27/07/13,13:40,14:00,Erica_tetralix,Apis_mellifera,Apis_mellifera,8,0,0,N,R,1
116,27/07/13,13:40,14:00,Erica_tetralix,Apis_mellifera,Apis_mellifera,2,0,0,N,R,1
117,27/07/13,13:40,14:10,Erica_tetralix,ant,Lasius,32,0,0,N,L,1
118,27/07/13,13:40,14:27,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,3,0,0,N,R,1
119,27/07/13,13:40,14:27,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,3,0,0,N,R,1
120,27/07/13,13:40,15:00,Erica_tetralix,Apis_mellifera,Apis_mellifera,7,0,0,N,R,1
121,27/07/13,13:40,15:01,Erica_tetralix,Apis_mellifera,Apis_mellifera,6,0,0,N,R,1
122,27/07/13,13:40,15:03,Erica_tetralix,Apis_mellifera,Apis_mellifera,6,0,0,N,R,1
123,27/07/13,13:40,15:03,Erica_tetralix,Apis_mellifera,Apis_mellifera,5,0,0,N,R,1
124,27/07/13,13:40,15:09,Erica_cinerea,Bombus_lapidarius,Bombus_lapidarius,5,8,8,N,L,1
125,27/07/13,13:40,15:11,Erica_cinerea,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,8,10,10,N,R,1
126,27/07/13,13:40,15:30,Erica_cinerea,Bombus_lapidarius,Bombus_lapidarius,3,32,32,N,L,1
127,27/07/13,13:40,15:30,Erica_cinerea,Bombus_lapidarius,Bombus_lapidarius,5,12,12,N,L,1
128,27/07/13,13:40,15:30,Erica_cinerea,Bombus_lapidarius,Bombus_lapidarius,3,97,97,N,L,1
129,27/07/13,13:40,15:41,Erica_tetralix,Apis_mellifera,Apis_mellifera,13,0,0,N,R,1
130,27/07/13,13:40,15:48,Erica_tetralix,Apis_mellifera,Apis_mellifera,21,1,1,N,R,1
131,27/07/13,13:40,16:00,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,9,17,17,P,L,1
132,27/07/13,13:40,16:02,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,5,7,7,N,R,1
133,27/07/13,13:40,16:23,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,5,0,0,N,R,1
134,30/06/13,13:40,08:40,Erica_tetralix,ant,Lasius,300,0,0,N,L,1
135,30/06/13,13:40,08:52,Erica_tetralix,ant,Lasius,6,0,0,N,L,1
136,30/06/13,13:40,08:53,Erica_tetralix,ant,Lasius,600,2,2,N,L,1
137,30/06/13,13:40,09:18,Erica_cinerea,Eupeodes,Eupeodes,12,2,2,NA,L,1
138,30/06/13,13:40,13:28,Erica_tetralix,Apis_mellifera,Apis_mellifera,5,0,0,NA,L,1
139,30/06/13,13:40,14:20,Erica_tetralix,halictid,Lasioglossum,30,45,45,P,L,1
140,30/06/13,13:40,14:00,Erica_tetralix,halictid,Lasioglossum,84,59,59,P,L,1
141,20/06/13,14:26,15:22,Erica_tetralix,ant,Lasius,31,1,1,N,L,2
142,23/06/13,07:50,11:16,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,4,0,0,P,R,2
143,23/06/13,07:50,11:31,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,8,0,0,P,R,2
144,23/06/13,07:50,12:07,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,8,1,1,P,L,2
145,23/06/13,07:50,13:04,Erica_tetralix,halictid,Lasioglossum,17,0,0,P,L,2
146,24/06/13,08:16,09:05,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,21,20,20,P,L,2
147,24/06/13,08:16,09:05,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,21,9,9,P,L,2
148,24/06/13,08:16,09:05,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,21,0,0,P,L,2
149,24/06/13,08:16,09:05,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,21,36,36,P,L,2
150,24/06/13,08:16,09:05,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,21,0,0,P,L,2
151,24/06/13,08:16,09:05,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,21,26,26,P,L,2
152,24/06/13,08:16,09:48,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,60,2,2,P,R,2
153,24/06/13,08:26,10:04,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,234,9,9,P,R,2
154,24/06/13,08:26,11:43,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,23,0,0,P,R,2
155,24/06/13,08:26,12:06,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,4,6,6,P,R,2
156,24/06/13,08:26,12:12,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,5,0,0,P,R,2
157,25/06/13,08:20,09:06,Erica_tetralix,Apis_mellifera,Apis_mellifera,9,2,2,P,R,2
158,25/06/13,08:12,09:19,Erica_tetralix,halictid,Lasioglossum,11,25,25,P,L,2
159,25/06/13,08:02,09:44,Erica_tetralix,Apis_mellifera,Apis_mellifera,33,1,1,P,R,2
160,25/06/13,08:20,09:50,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,10,0,0,P,R,2
161,25/06/13,08:20,09:50,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,10,0,0,P,R,2
162,25/06/13,08:12,10:03,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,4,0,0,P,L,2
163,25/06/13,08:20,10:18,Erica_tetralix,Apis_mellifera,A.mellifera,8,10,10,P,L,2
164,25/06/13,08:20,10:18,Erica_tetralix,Apis_mellifera,A.mellifera,7,0,0,P,R,2
165,25/06/13,08:20,10:18,Erica_tetralix,Apis_mellifera,A.mellifera,7,0,0,P,R,2
166,25/06/13,08:20,10:18,Erica_tetralix,Apis_mellifera,A.mellifera,7,0,0,P,R,2
167,25/06/13,08:20,10:18,Erica_tetralix,Apis_mellifera,A.mellifera,7,0,0,P,R,2
168,25/06/13,08:12,10:25,Erica_tetralix,Apis_mellifera,A.mellifera,13,8,8,P,L,2
169,25/06/13,08:12,10:25,Erica_tetralix,Apis_mellifera,A.mellifera,13,5,5,P,L,2
170,25/06/13,08:12,10:25,Erica_tetralix,Apis_mellifera,A.mellifera,13,0,0,P,L,2
171,25/06/13,08:12,10:25,Erica_tetralix,Apis_mellifera,A.mellifera,13,0,0,P,L,2
172,25/06/13,08:12,10:25,Erica_tetralix,Apis_mellifera,A.mellifera,13,6,6,P,L,2
173,25/06/13,08:12,10:26,Erica_tetralix,Apis_mellifera,A.mellifera,13,0,0,P,L,2
174,25/06/13,08:12,10:26,Erica_tetralix,Apis_mellifera,A.mellifera,13,7,7,P,L,2
175,25/06/13,08:02,11:00,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,14,9,9,P,L,2
176,25/06/13,08:12,11:21,Erica_tetralix,Apis_mellifera,Apis_mellifera,19,4,4,P,R,2
177,25/06/13,08:02,11:42,Erica_tetralix,Apis_mellifera,Apis_mellifera,18,21,21,P,L,2
178,25/06/13,08:02,11:42,Erica_tetralix,Apis_mellifera,Apis_mellifera,17,0,0,P,L,2
179,25/06/13,08:20,14:21,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,13,2,2,P,L,2
180,25/06/13,08:20,14:21,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,13,13,13,P,L,2
181,25/06/13,08:20,14:21,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,13,4,4,P,L,2
182,25/06/13,08:20,14:21,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,13,3,3,P,L,2
183,25/06/13,08:20,14:21,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,13,5,5,P,L,2
184,25/06/13,08:02,14:36,Erica_tetralix,Apis_mellifera,Apis_mellifera,9,8,8,P,R,2
185,26/07/13,08:20,09:18,Erica_tetralix,Apis_mellifera,Apis_mellifera,5,5,5,P,L,2
186,26/07/13,08:20,09:18,Erica_tetralix,Apis_mellifera,Apis_mellifera,6,9,9,P,L,2
187,26/07/13,08:20,09:18,Erica_tetralix,Apis_mellifera,Apis_mellifera,5,0,0,P,L,2
188,26/07/13,08:09,09:23,Erica_tetralix,Apis_mellifera,Apis_mellifera,30,4,4,P,L,2
189,26/07/13,08:24,09:32,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,7,11,11,P,L,2
190,26/07/13,08:09,09:34,Erica_tetralix,Apis_mellifera,Apis_mellifera,15,14,14,P,L,2
191,26/07/13,08:09,09:35,Erica_tetralix,Apis_mellifera,Apis_mellifera,25,0,0,P,R,2
192,26/07/13,08:09,09:35,Erica_tetralix,Apis_mellifera,Apis_mellifera,25,0,0,P,R,2
193,26/07/13,08:09,09:35,Erica_tetralix,Apis_mellifera,Apis_mellifera,25,0,0,P,R,2
194,26/07/13,08:09,09:35,Erica_tetralix,Apis_mellifera,Apis_mellifera,25,0,0,P,R,2
195,26/07/13,08:09,09:35,Erica_tetralix,Apis_mellifera,Apis_mellifera,25,0,0,P,R,2
196,26/07/13,08:09,09:35,Erica_tetralix,Apis_mellifera,Apis_mellifera,25,0,0,P,R,2
197,26/07/13,08:15,09:37,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,17,5,5,P,R,2
198,26/07/13,08:15,09:37,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,17,0,0,P,R,2
199,26/07/13,08:15,09:37,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,17,0,0,P,R,2
200,26/07/13,08:15,09:38,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,17,0,0,P,R,2
201,26/07/13,08:15,09:38,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,17,0,0,P,R,2
202,26/07/13,08:15,09:38,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,17,0,0,P,R,2
203,26/07/13,08:15,09:38,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,17,0,0,P,R,2
204,26/07/13,08:09,09:42,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,16,3,3,P,R,2
205,26/07/13,08:09,09:42,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,16,5,5,P,R,2
206,26/07/13,08:09,09:42,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,16,4,4,P,R,2
207,26/07/13,08:09,09:42,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,16,3,3,P,R,2
208,26/07/13,08:09,09:42,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,16,0,0,P,R,2
209,26/07/13,08:15,09:48,Erica_tetralix,Apis_mellifera,Apis_mellifera,4,1,1,P,R,2
210,26/07/13,08:20,10:13,Erica_tetralix,Apis_mellifera,Apis_mellifera,7,0,0,P,L,2
211,26/07/13,08:15,10:40,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,12,5,5,P,L,2
212,26/07/13,08:15,10:44,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,6,0,0,P,R,2
213,26/07/13,08:24,10:51,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,7,48,48,P,L,2
214,27/06/13,13:32,14:27,Erica_tetralix,Apis_mellifera,Apis_mellifera,25,0,0,P,R,2
215,27/06/13,13:14,15:03,Erica_tetralix,Apis_mellifera,Apis_mellifera,17,2,2,P,R,2
216,27/06/13,13:14,15:05,Erica_tetralix,Apis_mellifera,Apis_mellifera,12,0,0,P,R,2
217,27/06/13,13:14,15:06,Erica_tetralix,Apis_mellifera,Apis_mellifera,23,0,0,P,R,2
218,27/06/13,13:14,15:07,Erica_tetralix,Apis_mellifera,Apis_mellifera,11,0,0,P,R,2
219,27/06/13,13:23,15:16,Erica_tetralix,Apis_mellifera,Apis_mellifera,6,5,5,P,R,2
220,27/06/13,13:23,15:16,Erica_tetralix,Apis_mellifera,Apis_mellifera,7,4,4,P,R,2
221,27/06/13,13:23,15:16,Erica_tetralix,Apis_mellifera,Apis_mellifera,10,0,0,P,R,2
222,27/06/13,13:32,15:24,Erica_tetralix,Apis_mellifera,Apis_mellifera,17,0,0,P,R,2
223,27/06/13,13:32,15:25,Erica_tetralix,Apis_mellifera,Apis_mellifera,4,0,0,P,R,2
224,27/06/13,13:23,15:26,Erica_tetralix,Bombus_terrestris/lucorum,Bombus_terrestris/lucorum,9,18,18,P,L,2
